user,location,tweet,Tweet_punct
DeathPenaltyAct,United States,"@realDonaldTrump normally toots his own horn at every turn. He's strangely silent about this, didn't use them durin… https://t.co/NHSh38fPeB",realDonaldTrump normally toots his own horn at every turn Hes strangely silent about this didnt use them durin… httpstcoNHShfPeB
FrancoandMarco,"Colorado, USA",@realDonaldTrump has just put a hit on #JoeBidenForPresident2020 https://t.co/DMgQRS2v69,realDonaldTrump has just put a hit on JoeBidenForPresident httpstcoDMgQRSv
Adrian97Thilina,,@realDonaldTrump missing you Mr.p,realDonaldTrump missing you Mrp
TabbysTrench,hell//ny • she/her/hers • 20,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
Luminate_Design,"Boston, MA, USA","RT @shieldmaiden60: @realDonaldTrump Is this his takeaway?!!!! Really what a horrible, shameful, despicable human, with an absolute refusal…",RT shieldmaiden realDonaldTrump Is this his takeaway Really what a horrible shameful despicable human with an absolute refusal…
fvcknoah,noah's anus,@realdonaldtrump why hasn’t there been an assassination attempt yet?,realdonaldtrump why hasn’t there been an assassination attempt yet
OdysseyMarioBot,IGTOWN,@realDonaldTrump Got Awesomely horrible,realDonaldTrump Got Awesomely horrible
ChrisanneCWood,"Mukilteo, WA","RT @MontyBoa99: @realDonaldTrump Trump lied when he claimed he sent the National Guard to DC. He *blocked* them from assisting. 

It took a…","RT MontyBoa realDonaldTrump Trump lied when he claimed he sent the National Guard to DC He blocked them from assisting 

It took a…"
kingnathanbk,,@realDonaldTrump yo u wanna join nhl fantasy? Draft Thursday,realDonaldTrump yo u wanna join nhl fantasy Draft Thursday
DeathPenaltyAct,United States,"@realDonaldTrump normally toots his own horn at every turn. He's strangely silent about this, didn't use them durin… https://t.co/zqEV9Iu7ru",realDonaldTrump normally toots his own horn at every turn Hes strangely silent about this didnt use them durin… httpstcozqEVIuru
LibelTrump,"New York, NY","@RealDonaldTrump isn't loyal to anyone, per sources @FoxNews",RealDonaldTrump isnt loyal to anyone per sources FoxNews
MorganS78877831,,RT @SNia96361817: @realDonaldTrump Imagine if the people who breahed the capital were brown or supporting brown rights; they would of been…,RT SNia realDonaldTrump Imagine if the people who breahed the capital were brown or supporting brown rights they would of been…
LukeshadLuke,easy chair,@realDonaldTrump lolol,realDonaldTrump lolol
chaetheartist,,@realDonaldTrump aye you ain’t my president but I’ll trade you three red necks for my cousin ivory ....,realDonaldTrump aye you ain’t my president but I’ll trade you three red necks for my cousin ivory 
KidandDogs,,"RT @JORGE_C_NY: @realDonaldTrump #TrumpLiedPeopleDied
Lindsey Graham knew.
Marco Rubio knew.
Ted Cruz knew.
Rand Paul knew.
Nikki Haley kne…","RT JORGECNY realDonaldTrump TrumpLiedPeopleDied
Lindsey Graham knew
Marco Rubio knew
Ted Cruz knew
Rand Paul knew
Nikki Haley kne…"
loreleidundas5,,"RT @zaid_armasite: @realDonaldTrump Big Tech, Mainstream media failed in 2016 and they will again! The left is louder but the right is more…",RT zaidarmasite realDonaldTrump Big Tech Mainstream media failed in  and they will again The left is louder but the right is more…
Martinez55Betty,"Portland, OR","@realdonaldtrump evil, right up to the end https://t.co/Zpdq8cWKcQ",realdonaldtrump evil right up to the end httpstcoZpdqcWKcQ
FreedomCornbred,"Alabama, USA",@realDonaldTrump patiently waiting,realDonaldTrump patiently waiting
ChristoSBall,"California, USA",RT @specticle1: @realDonaldTrump @GovMikeHuckabee When the government embodies a  tyranny so that people are not provided with a means to s…,RT specticle realDonaldTrump GovMikeHuckabee When the government embodies a  tyranny so that people are not provided with a means to s…
Spiritseeker191,"Costa Mesa, CA",RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
BklynCm,NY,RT @BlareDale: @realDonaldTrump suspended because of risk that it insights violence but #HangMikePence trends?,RT BlareDale realDonaldTrump suspended because of risk that it insights violence but HangMikePence trends
WendyM02925782,,RT @funder: @realDonaldTrump @CDCgov It’s the Trump Virus.,RT funder realDonaldTrump CDCgov It’s the Trump Virus
JanetLeighFox,"Canton, MI","@realDonaldTrump THIS IS ALL ABSOLUTELY OBNOXIOUS!!! You, WE will prevail!!! In god we trust!❤️ Good Luck, Mr. President!",realDonaldTrump THIS IS ALL ABSOLUTELY OBNOXIOUS You WE will prevail In god we trust❤️ Good Luck Mr President
AblifeYou,"Point Lobos, Monterey, CA",RT @Cizauskas: @realDonaldTrump Impeached for abuse of power and obstruction of Congress. Legally proven to collude with foreign government…,RT Cizauskas realDonaldTrump Impeached for abuse of power and obstruction of Congress Legally proven to collude with foreign government…
ALPHA_WOLF01,"Kottayam district,Kerala,India","@realDonaldTrump @POTUS @FLOTUS @WhiteHouse 

I stand with u even though u r little tough &amp; rough, &amp; also stubborn.… https://t.co/oo1J4VhSxa","realDonaldTrump POTUS FLOTUS WhiteHouse 

I stand with u even though u r little tough amp rough amp also stubborn… httpstcoooJVhSxa"
dawnmak1,"Ohio, USA",RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
AriStone,,"@realDonaldTrump Boy.... talk about #censorship....eesh....screenshots from January 10, 2021 vs just now...… https://t.co/8bCkmm6TBt",realDonaldTrump Boy talk about censorshipeeshscreenshots from January   vs just now… httpstcobCkmmTBt
matthofer16,,@realDonaldTrump Was a true and honest President the the ppl of America will be looking for... your democracy will… https://t.co/qlweYvYwqo,realDonaldTrump Was a true and honest President the the ppl of America will be looking for your democracy will… httpstcoqlweYvYwqo
wetworkwolfx,,@realdonaldtrump Hey LOOK WHAT I CAN DO! 🤣😜😘,realdonaldtrump Hey LOOK WHAT I CAN DO 🤣😜😘
CavsGurl,"Los Angeles, CA",RT @CavsGurl: @realDonaldTrump 😂you are a  joke...,RT CavsGurl realDonaldTrump 😂you are a  joke
reaISteveBannon,"Washington, DC",@realDonaldTrump The people can see you for what you are: my pawn.,realDonaldTrump The people can see you for what you are my pawn
Rachael80147777,"Sherman, TX",@realDonaldTrump keep USA great again,realDonaldTrump keep USA great again
CavsGurl,"Los Angeles, CA",@realDonaldTrump 😂you are a  joke...,realDonaldTrump 😂you are a  joke
Trish5_Here,"New Jersey, USA. 🇺🇸🇺🇸","RT @JoeLSmi02830645: @realDonaldTrump “Hospitals, adult patients (18 years of age or older) in blunt traumatic and nontraumatic out-of-hosp…",RT JoeLSmi realDonaldTrump “Hospitals adult patients  years of age or older in blunt traumatic and nontraumatic outofhosp…
Corbie25,"California, USA","RT @JoeLSmi02830645: @realDonaldTrump “Hospitals, adult patients (18 years of age or older) in blunt traumatic and nontraumatic out-of-hosp…",RT JoeLSmi realDonaldTrump “Hospitals adult patients  years of age or older in blunt traumatic and nontraumatic outofhosp…
2point8million,United States,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,realDonaldTrump You lost the popular vote by more than  million Sad
makernickrivers,"New Brighton, MN",RT @vinod_d007: @realDonaldTrump They knew exactly what was coming.. https://t.co/1UQjq4FWsM,RT vinodd realDonaldTrump They knew exactly what was coming httpstcoUQjqFWsM
TapestryofPeace,,RT @caelisangelus: @realDonaldTrump Happy to have u back dear Mr President but pls check this out: a policeman is telling the confused peop…,RT caelisangelus realDonaldTrump Happy to have u back dear Mr President but pls check this out a policeman is telling the confused peop…
TheMicahWave,VA/NC,"@realDonaldTrump sorry, I can’t hear ya",realDonaldTrump sorry I can’t hear ya
lindseywkirk,,@realDonaldTrump ridiculous that this account is suspended. I will not use Twitter anymore,realDonaldTrump ridiculous that this account is suspended I will not use Twitter anymore
TapestryofPeace,,"RT @itsJeffTiedrich: @realDonaldTrump enjoy disgrace, humiliation and prison, bro. you built that",RT itsJeffTiedrich realDonaldTrump enjoy disgrace humiliation and prison bro you built that
TapestryofPeace,,"RT @MontyBoa99: @realDonaldTrump Trump lied when he claimed he sent the National Guard to DC. He *blocked* them from assisting. 

It took a…","RT MontyBoa realDonaldTrump Trump lied when he claimed he sent the National Guard to DC He blocked them from assisting 

It took a…"
5GVisionary,Earth,"@realDonaldTrump 
German News report you are back ! 
Test! Test! Test! 🙏","realDonaldTrump 
German News report you are back  
Test Test Test 🙏"
PINK1963DSW,BRYANT AR/Ark,"RT @snowflakejw: @realDonaldTrump 8 U.S. Code § 1158: ""Any alien who is physically present in the United States or who arrives in the Unite…",RT snowflakejw realDonaldTrump  US Code §  Any alien who is physically present in the United States or who arrives in the Unite…
bayzel_,Kurdistan ,@realDonaldTrump wanna make out bby?,realDonaldTrump wanna make out bby
PINK1963DSW,BRYANT AR/Ark,RT @JoQuinnbtchycat: @realDonaldTrump 8 U.S. Code 1158 ALLOWS  PEOPLE to LEGALLY SEEK ASYLUM IN THE UNITED STATES AND AT OTHER THAN A REGUL…,RT JoQuinnbtchycat realDonaldTrump  US Code  ALLOWS  PEOPLE to LEGALLY SEEK ASYLUM IN THE UNITED STATES AND AT OTHER THAN A REGUL…
PINK1963DSW,BRYANT AR/Ark,"RT @MontyBoa99: @realDonaldTrump The Zero Tolerance policy uses criminal neglect, massive overcrowding, disease &amp; deaths of detainees, and…",RT MontyBoa realDonaldTrump The Zero Tolerance policy uses criminal neglect massive overcrowding disease amp deaths of detainees and…
PatDuane1,,"@realdonaldtrump The D.O.J. has a policy of not indicting a sitting president, polivy is not a law and these are no… https://t.co/T1rrUJTrMG",realdonaldtrump The DOJ has a policy of not indicting a sitting president polivy is not a law and these are no… httpstcoTrrUJTrMG
MicheleShofner,Everwhere you want to be,@realDonaldTrump this is unreal,realDonaldTrump this is unreal
CaseyCallanan,Buffalo,@realDonaldTrump You are about to be #ImpeachedAgain #ResignNow #PrisonAwaits #RumpFamilyCrimes #TimeToPayThePreacher,realDonaldTrump You are about to be ImpeachedAgain ResignNow PrisonAwaits RumpFamilyCrimes TimeToPayThePreacher
Anthonyquintin5,"Mississippi, USA","@realDonaldTrump  just gave birth to every  person in the world looking at any #redhat as  a terrorist.
 #","realDonaldTrump  just gave birth to every  person in the world looking at any redhat as  a terrorist
 "
d1rtypop,Bogotá,@realDonaldTrump Twitter has no right to  censor the biggest liar of America!!!,realDonaldTrump Twitter has no right to  censor the biggest liar of America
KevinEly69,,@realDonaldTrump Twitter is communist,realDonaldTrump Twitter is communist
mlmcallister2,,RT @murray_nyc: @realDonaldTrump So tedious. So repetitive. So boring. So pointless. So desperate. So embarrassing. So dishonest. So unpatr…,RT murraynyc realDonaldTrump So tedious So repetitive So boring So pointless So desperate So embarrassing So dishonest So unpatr…
BLee25720688,,"@realDonaldTrump STOO BEING A TODDLER, CONCEED!",realDonaldTrump STOO BEING A TODDLER CONCEED
shehzadkazmi,dubayy,"RT @TalbertSwan: @realDonaldTrump WATCH: The police let these white supremacist thugs into the Capitol.

Everyone of them should be fired a…","RT TalbertSwan realDonaldTrump WATCH The police let these white supremacist thugs into the Capitol

Everyone of them should be fired a…"
EN23J,,"@realDonaldTrump I don’t condone anything you say or do, but @Twitter blocking your account is just wrong and a vio… https://t.co/WKuxx6y7qv",realDonaldTrump I don’t condone anything you say or do but Twitter blocking your account is just wrong and a vio… httpstcoWKuxxyqv
tamara_era,"Barnet, London, England","RT @JayDavidMurphy: @realDonaldTrump @TuckerCarlson Between light &amp; shadow, science &amp; superstition, at the pit of our fears &amp; the summit of…",RT JayDavidMurphy realDonaldTrump TuckerCarlson Between light amp shadow science amp superstition at the pit of our fears amp the summit of…
DEMJacobHerrera,,@realDonaldTrump orange was my favorite color until i saw you. I can’t wait until you are removed from our house. I… https://t.co/4WdZIzClz6,realDonaldTrump orange was my favorite color until i saw you I can’t wait until you are removed from our house I… httpstcoWdZIzClz
DetHippieChick,Michigan ,"RT @ReportsDaNews: @realDonaldTrump Did you hear it? Did you hear the chants?

You about to lose yo job

And go to jail. https://t.co/3Gq8c…","RT ReportsDaNews realDonaldTrump Did you hear it Did you hear the chants

You about to lose yo job

And go to jail httpstcoGqc…"
dba32563,"Texas, USA","@realDonaldTrump 

Why? How can you take away people's freedom of speech?","realDonaldTrump 

Why How can you take away peoples freedom of speech"
Mar83Y,Sonido d naturaleza y universo,"RT @DJFreeLeonard1: @realDonaldTrump Right This Wrongful Imprisonment of Leonard Peltier, An Indigenous Political Prisoner, a violation of…",RT DJFreeLeonard realDonaldTrump Right This Wrongful Imprisonment of Leonard Peltier An Indigenous Political Prisoner a violation of…
