user,location,tweet
WardaLarose12,,@JoeBiden Goud morning
Sana46664931,,@JoeBiden my business is dead! I don't need your Ppp or Loans that I can't pay back!! I want things open and for go… https://t.co/ujcJVLhEUo
HabtemariamAse2,,"@JoeBiden I THINK &amp; I HOPE  u will do better for USA &amp; also the rest of the world, especially for Great ETHIOPIA...!"
MijaTasia,Waianae,@JoeBiden my guy. your number 1 priority should be making sure you take your dementia pills. Cause that shit is no joke forreal.
James50056336,,@JoeBiden STOP，+——）（THE）%&amp;&amp;*STEAL
rjh030365,,"RT @unleashthetea: @JoeBiden For those wondering if it’s worth impeaching him this time, it means he: 
1) loses his 200k+ pension for the r…"
TalisonSalim,,@JoeBiden This is the prime example of different between wise man and stupid man
SergioMartinusa,"New York, USA",@JoeBiden And 20 ounce sodas will now be $3 a bottle. https://t.co/qcTgMWD2Ug
BigBen78591761,,@JoeBiden 2 years ago saudia Arabia gave every citizen  60 k to go spent. So mr president WE THE PEOPLE ARE NOT AS… https://t.co/RLGiVKnmO8
HerreraNuha,,"@JoeBiden LOL. What country! The one you destroyed before even moving into the White House? I feel bad for you, Joe… https://t.co/5LNFfvFfOr"
AkanshaTripat16,,@JoeBiden Also urge Agencies to take strict action against ANTIFA and George sorors funded NGO's and news channels… https://t.co/puUfQBG2ZA
CJCeruleanlady,,@JoeBiden We are counting the days! Stay safe #PresidentElectBiden we need you more than ever!! https://t.co/cKudEHFMLU
SteveWheat8,yeah right,@JoeBiden your a thief you know just like the rest of america you stole the election from your president boy your a PEDAPHILE
JordanCardina11,"Alberta, Canada",@JoeBiden Awesome 👏👏
Bigbet7,Miami Florida ,@JoeBiden 99.99% of businesses in America are small business and the average has 10 or less employees just think of… https://t.co/DzlPN6OWY0
LillyPo31965489,,RT @Boiler___Up: @JoeBiden I like Presidents that send out messages of peace and unity....I also like Presidents that have twitter accounts…
Angelic84205464,"Birmingham, AL",@JoeBiden It’s to late fam we already at 17 thanks to Sterlite we need $25 nie
an1_world,,"@JoeBiden @JoeBiden: ""Appeal To [@UNGeneva+All Countries' Govt. Authority(s)]"" as ""Not To Allow (Delegate+… https://t.co/yimiVgUPT3"
mkultra6666,Hell,"@JoeBiden Drive people out of work. End the economy,  usher in communist manifesto and basic income. To hell demon"
CindyCo52486661,,"@JoeBiden We could save countless lives if you were impeached the minute  you get into office. Along  with Pelosi,… https://t.co/raOpT4W2RU"
Bradfordn2121,"Fairborn, OH",@JoeBiden is going to turn the White House a nursing home🤣
jasonstl,,RT @sneknostep: @JoeBiden Increasing the overhead of failing small businesses should benefit Amazon nicely. All those Bezos billions are pa…
Suvendu08017118,,@JoeBiden We never seen ago 2020
IslesMindy,"Winter Garden, FL",@JoeBiden Where’s the 2K you promised? How come you haven’t mentioned that since the Georgia run offs? Or were you… https://t.co/yiecTRCjXe
Richard29051405,,@JoeBiden Am new can we follow each other
PrinceBarock,London,"RT @LALewman: @JoeBiden In 10 days, we'll have a president who wants people to survive Covid-19, who'll have competent people in leadership…"
LamdawRam,,RT @PSadrag: @JoeBiden @kamlaharris @USCIS @RepRoKhanna #H4EAD #h4 USCIS procedural delay is resulting in severe backlogs in H4-EAD approva…
SteveWheat8,yeah right,"@JoeBiden I ain't gonna call you president cause 
#1 and 2 that title is already taken by the best president ever a… https://t.co/Scaume0IOB"
JeanJeteme4,,@JoeBiden Joe while doing all take time out and make sure you dont skip on meals this import to you to eat not gett… https://t.co/2pE16G6Eck
meineiruila2021,"PA, United States of Venezuela",@JoeBiden Good policy to destroy small and mid size company in US. You could only lead this country going down.
Mr_Paidge,Everywhere you aren't,"@JoeBiden Joe, you and your ppl need to deliver. All this talk of healing is nice. But people need their money. And… https://t.co/m2GTnhZzNc"
TammieBiggs1,,"@JoeBiden Yes Sir, it's past time for a raise!! I'm SSDI, not able to work.Alot of my friends need a raise¡!"
Murf11641385,,"@JoeBiden Respect for law like freedom of speech, life, liberty, and the pursuit of happiness?  Enforcement of law… https://t.co/ioT1GFzLsH"
CHRISTI22940643,"Montréal, Québec",@JoeBiden Biden is the kind of president we desperately need
UnsworthDiane,"Illinois, USA","@JoeBiden And just like that. Essential workers are skipped over, ignored AGAIN. Guess now that your president you… https://t.co/NcTdmjdrkO"
BigBen78591761,,@JoeBiden U cant buy enough toilet paper for month for 15 an hour. 1 pack scott toilet paper is 19.99 mr president… https://t.co/rczf3miqfp
bernardspark54,Kumasi gh,@JoeBiden Mr president we need massive increment
GuerreTweet,,"@JoeBiden Minimum wage adjusted for producitivity is at least a little over $23 dollars an hour, you invalid."
iamjoy80848529,,@JoeBiden Thank you Mr President
yassine_fafa,,@JoeBiden Don't forget us #Dv2020 #Dv2021
greencardequal1,,RT @PSadrag: @JoeBiden @kamlaharris @USCIS @RepRoKhanna #H4EAD #h4 USCIS procedural delay is resulting in severe backlogs in H4-EAD approva…
msdeltagirl55,Central Mississippi,@JoeBiden @KamalaHarris @SpeakerPelosi @SenSchumer @senatemajldr  it is vital that DJT is impeached and removed bef… https://t.co/ufdIauASBL
Mark_T_Haokip,,@JoeBiden Attempting to remove the president is because all the leaked wiki about the wrong doings of the Democrats… https://t.co/PVfaWy87sH
chrisro97895346,,@JoeBiden You haven’t been to McDonald’s lately have you. Drive home 3 miles only to find out they didn’t give you your fries 🍟. 😡😡
NMarmot61,"Los Angeles, CA","RT @mmpadellan: @JoeBiden @sheri_scary Luckily, we just helped to get you a Blue Senate, Mr. President, so you can sign that into law. Than…"
KeyaMeishawn,CAFB,"@JoeBiden If you do this, youd have to increase base pay for the military. Thanks in advance sir."
MissLexyM,Ciao....,@JoeBiden I’m sure. 😂
boohooauimaanni,United States,@JoeBiden Then why are all of these Democrat Governors dragging their feet?
firemonkeys3,,@JoeBiden People also MUST BE HELD ACCOUNTABLE! THEY'RE TO DANGEROUS TO IGNORE!!!
TinaLotus55,,@JoeBiden @KamalaHarris @DrBiden @DouglasEmhoff Reconsider holding inauguration inside. Country so needs you! Your… https://t.co/g067q6NUlj
Poubears,A World of Pure Imagination,"@JoeBiden Uh Joe? Living wage is great 15 is a start. But kids in cages Joe, kids in cages. Get the border mess cleaned up."
Aykut87674188,,@JoeBiden And avoid Trump:)
FlexKam,"Lighthouse Point, FL",@JoeBiden Hey Joe —- let me start my year right by saying FUCK YOU to you. Thanks. That is all.
WCritical_,,@JoeBiden @Raiser2001 You did nothing but lie
noahmatthewwhi4,,@JoeBiden @HillaryClinton @BillClinton @Mike_Pence @BarackObama the only reason y'all wanna impeach trump is cause… https://t.co/8VMDL1aAtu
JChapeskie,"Kingston, Ontario",@JoeBiden LOOK JOE NOT SO LONG AGO I WAS HAPPY IN A SAWMILL AND A DOOR FACTORY EARNING $2.00 AN HOUR... KEEP WELL A… https://t.co/uOe6ZhlMAw
sweetlovebo,Tunisia,"RT @Matt_Cates: @JoeBiden Good idea: force small business owners, who are already struggling, to lay off employees so they can pay the rema…"
mdkamrulhasan24,,"@JoeBiden @JoeBiden 
Dear sir,
Hope a good day!!
You are very sensitive person.need to you because the restoration… https://t.co/q6WkkzHfZB"
jakariamolla91,,@JoeBiden Thank you sir
sweetlovebo,Tunisia,RT @NicolasSander: @JoeBiden Looks like small business owners are going to be paying their employees nearly as much as they make?  Like if…
CatherineTrenn,,@JoeBiden Thank God for you !!
AbbaAminuIbrah4,,@JoeBiden I totally not agree with this vaccinat we don't like it in our country
ChrisBe80446229,,@JoeBiden 13 a hour is great maybe do that so many people don’t lose they’re jobs
AntiSceptick,Canada,@JoeBiden I translate: I want to mark(apocalypse ch.13 v.18) each American to control all their movement and keep them in slavery.
DimmersonJr,Liberia,@JoeBiden That's true health is not a political issues. I can agree with you more. #SafetyForAll
SIMOMA27,,@JoeBiden please have your inauguration inside the capital!!
Tallen0403,"Pennsylvania, USA",@JoeBiden Are you just retweeting Trumps tweets?
ILee81,,@JoeBiden The UK 🇬🇧 need to pay attention to this. All the scumbags are ignoring rules and infection rates are risi… https://t.co/o2z1GBbiJ1
MistaCassla,Iowa,@JoeBiden So Zoom Inauguration?  We don't want a super spreader event do we 🤗
ricktogo,"Barcelona, España",@JoeBiden Lots of science and financial expertise there
ConnieS85876962,,@JoeBiden Right on track
bookareida,"Portland, OR",RT @KevinPerrySr1: @JoeBiden @SenWarren @ewarren @EdMarkey @RepMcGovern @RepRichardNeal @RepLoriTrahan @RepAuchincloss My son has lived in…
SupratikMaitra1,United States,@JoeBiden Why are Democrats wasting everyone’s time with the 25th amendment / impeachment? Please focus on healing… https://t.co/sMlgQDIYg3
Haitham50833425,,RT @mariamja1: @JoeBiden Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been r…
IuseRealCrayons,,@JoeBiden you should be banned from twitter so everything you say has to be an actual stance instead of clout chasi… https://t.co/zz7UEe7hBy
Shufflederp,Gonna be mailing ya something,@JoeBiden Explain? https://t.co/73GiAbzeOr
Idkll,,@JoeBiden You are communism
KevinPerrySr1,,@JoeBiden @SenWarren @ewarren @EdMarkey @RepMcGovern @RepRichardNeal @RepLoriTrahan @RepAuchincloss My son has live… https://t.co/gHUrChqLio
Lucylu59148830,United States,@JoeBiden Well let’s just wait and see how you screw this up Joey
naZvPDBieV30TRA,,@JoeBiden The poor thinks these requests or rules relate to only their own safety and tend to insist on their right… https://t.co/7arRndUzBk
Colleenannbouc2,,"RT @DonaldHorner12: @JoeBiden I have been home for 8months, I only go out for food 2xs a month I wear a mask keep my distance I live alone…"
AttaeRahila,,"@JoeBiden Great action, Mr. President"
kerryfulton15,"Brooklyn, NY",@JoeBiden change that law https://t.co/PRzcLcKypo
captainpositive,,@JoeBiden Fair wage for an honest days work..
foxxxytocin,🇵🇭,@JoeBiden pls move the vaccine along. i am incredibly hot and need men to spend $200 of their stimulus check on me at a club
Maritza75215668,,@JoeBiden Please help all those little kid separate drom their parents. Please help them@to be reunited.
an1_world,,"@JoeBiden ""Appeal Now To All Countries' Govt. Authority(s)"" as ""Not To Allow Any (Delegate+Agent+Communication+Rept… https://t.co/MdyVVjnXk5"
Musiclady2319,"Chattanooga, TN",@JoeBiden Shut the country down! That’s your plan to “rebuild” the economy right?
BlakeM50,,RT @DanielRegha: @JoeBiden I'm not an American but I still don't understand why majority hate on Trump; He is entitled to air his honest op…
Notthead46,The Great Northwest. ,@JoeBiden SO you basically want us to keep doing what we've been doing? Just so I get it right.. LMAO 😂🤣🤪
Murf11641385,,@JoeBiden @bigsexypoland Now he is trying to buy us as well.
matthewobrien85,"Wappingers Falls, NY",@JoeBiden Raising the minimum wage to $ 15 per hour will just hurt small businesses and raise prices.
CatherineLorra7,,@JoeBiden Before or after you call for a 100 day shutdown of our country...leaving everyone jobless and poor?
BigBen78591761,,@JoeBiden Who can afford a 60 k chevy or ford truck with employees discount. That a house in miss. Who can buy a te… https://t.co/CoBCYs8ZW4
Bigbet7,Miami Florida ,@JoeBiden This is great! so basically no working person will qualify for any kind of welfare and will essentially h… https://t.co/1EWQsSpwXt
LisaLamb8493707,🇺🇸,RT @ChristalKeel: @JoeBiden @LisaLamb8493707 Please restore the Voters Right Act and seriously commit to election reform. The electoral col…
TrollingerAaron,,@JoeBiden Didn't you call our African American community super predators do you ever think maybe thats why cops treat them differently
phantasmag0riia,,"@JoeBiden please do inauguration inside a secure and well protected area or through a zoom meeting or something, no… https://t.co/c4mjDrZe87"
TRMNTR13,,@JoeBiden tick tock
EntreSmith,The 1st State ,@JoeBiden  @GOP Its quite obvious trump was directly involved in its planning https://t.co/JK2vp0UdFE
Not_RyanLewis,"Orlando, FL",@JoeBiden But my Gun show was packed the other day and I had fun except waiting for 6 hours to clear a background c… https://t.co/DXXGbJLJzu
Kay96516037,,"@JoeBiden @GabbyGiffords God bless you and your husband, I know he will do great things."
JenkinsonRay,"Manchester, England",@JoeBiden Jo i live in the UK wish you was the UK 🇬🇧 prime minister you get my vote anytime.
68kurutsi,Nigeria,@JoeBiden @MBuhari  are this not your mate
jeffreydavenpo7,,"@JoeBiden @KamalaHarris Wow. $2,000? That reminds me of something Trump wanted before the election. Wonder why we d… https://t.co/na4Yoswej3"
thebronxgirl1,,@JoeBiden I would like to know if it is possible to make trump financially responsible for the damage done to our c… https://t.co/hvU7OXCIqm
Trump2034,127.0.0.1,"@JoeBiden Prices go up, employment goes down. This is simple economics. High school kids will never get jobs."
LillianECook,,@JoeBiden Great. The hardworking poor deserve a lot more than starvation wages. Go Jo 👍🏼
IKareBearAttack,United States,@JoeBiden @Harvdrive24 How about $20 an hour?
GLBPatriotism,🦠😷,RT @Omr07551797: @JoeBiden Dont forget the 2k checks and bring up to $600 a week unemployment benefits
Abdelra23316848,,"@JoeBiden @AILANational
@TravelGov 
@ABlinken 
@AliMayorkas
@mhackman
@haleaziz
@nickmiroff

 #DV2021 #DV2020… https://t.co/UwB07AnO2A"
JeanJeteme4,,@JoeBiden Joe Iam not one to go out in crowds with a Epidemic  in place no it only takes a minute to get Go once mo… https://t.co/QyZCrnNPNO
king_jovic,,@JoeBiden Museveni must go
Jazzpuppy3,"Durban, South Africa",@JoeBiden I wonder who types this potatoe's tweets?
Rossome19,,@JoeBiden You couldn’t even get 100 people to an outdoor gathering and somehow won the election 😂🤣
XBPCMRNINPS,"Miami, FL",@JoeBiden Yeah let’s kill more small businesses while you are at it 🤦🏻‍♂️ I can barely keep my business a float with coved
DucemMortis94,,@JoeBiden Upping minimum wage?? What a bandaid to the economic crisis happening. Min wage has never been the proble… https://t.co/FcPT0DEJN0
JohnLew15043081,,@JoeBiden And you can thank Trump for that
RileyGuns,"Los Angeles, CA",@JoeBiden No thanks mr puppet
kristap73235265,,@JoeBiden I’m sick and tired of the capitol shit it was funny you all deserves it! Now if I wear Trump shirt I migh… https://t.co/DCtZUzv6TR
myles_ramey,"San Diego, CA","@JoeBiden Sounds like a great two years at least, hopefully more!

And I know there is a historical precedent to pa… https://t.co/NkLy2KaBBD"
see_the_time,,@JoeBiden YOU SLEEPYHEAD
3dPropsLTD,"Albuquerque, NM",@JoeBiden YOU’RE NOT MY DAD!
flintmckay99,"Candler, NC","@JoeBiden I still wonder why over 750 Billion Dollars were sent to other countries when we, The American People, ar… https://t.co/1KvHlrPDgA"
CherguiAbdelou1,,@JoeBiden This is a correct decision
ChrisKillebrew3,United States,@JoeBiden That’s right! And heap the burden of paying for it on the backs of the middle class who you have continua… https://t.co/3kWbzFafCV
dumb_reply,,@JoeBiden $69/h or bust
Cynicofsinope1,,@JoeBiden Okay we get it you’re a good guy - you can drop the act now.
craigrandof,,@JoeBiden Very imperative
john_ngume,"Nairobi, Kenya",@JoeBiden Totally makes sense u know https://t.co/1ChS5uvM5X
BeeBee24690014,,@JoeBiden Kicker of puss
randyecarr,,@JoeBiden Please look at state by state to see what they can afford. Love the idea but not all states need the same… https://t.co/ZkljeG64eq
JohnLew15043081,,@JoeBiden Yeah tell them to go get a dam trade.
WoodyDany,,"@JoeBiden Everything's a communism country ... You're on the good way man !!! If you hate people like this, karma will talk before us !!!"
gsrandhir,"New Delhi, India","@JoeBiden One gets the feeling whether President-Elect #Joe_Biden is speaking about #India, in enlisting his… https://t.co/yeOA8ouFWQ"
GamingSudhu,,@JoeBiden pleas subscribe youtube channel : https://t.co/RXg5SR9Dul
JesmerMatthew,,@JoeBiden Once again material worth sharing.
the_comp_it_guy,"ÜT: 34.685067,-118.134385",@JoeBiden And so it begins... $15 cheeseburgers at McDonald’s
ThalieForever,,@JoeBiden Said stupid.
BigDaveMillerT1,,@JoeBiden That idea makes you feel good but the data doesn’t show it does good
measinchell,Arkansas,"@JoeBiden Dearest Joe, we don’t need a hero we need you and Kamala in office please change your location and take it inside.."
MImproxyble,,RT @1989_By_Taylor: @JoeBiden O yeah..! Well someone should try n put that message in #trumpshead... 😂 #TrumpIsNotWell #TrumpIsACriminal #T…
kristap73235265,,@JoeBiden This was a idea and a myth to you demoncrats!! https://t.co/mnsPfiRiYR
StaciaIsHere,,RT @EntreSmith: @joebiden Educate yourselves in the tools of trumpian ultra right white supremacists https://t.co/JwdmvA2Hbu
ask39975078,,@JoeBiden right
fluffypuppy58,,"@JoeBiden Good bye business, hello unemployment!"
Narayan19620268,india,@JoeBiden dear so many people try to protect thier dna.... Becareful...... Suport globalization... @thesunilgarg https://t.co/Gpy9FtPlY7
BigBen78591761,,@JoeBiden If every American took their money out of bank of America right now how long would it take for REPUBLICAN… https://t.co/YipSaRW0mU
Alex49168080,Uganda,"RT @nicklaroberts: @JoeBiden And what will that do to the already struggling small businesses?

It will crush them even more .

Focus on ge…"
thesmoothsax,Heaven,@JoeBiden Why not lower everything else ?
TVonai,Gweru,@JoeBiden Include this in your four year plan https://t.co/UuDF8IzACV
WoodyDany,,@JoeBiden You haven't seen that everywhere lockdown and distancing countries are the ones to generate more deaths ?… https://t.co/rXMp4feGNS
1989_By_Taylor,"Louisiana, USA",@JoeBiden O yeah..! Well someone should try n put that message in #trumpshead... 😂 #TrumpIsNotWell… https://t.co/XOsL2fAHR5
EliScholer,"Westminster, MD",@JoeBiden Go back to sleep
Getz2you,,"RT @BobPersis: @JoeBiden After Ford pardoned Nixon, Walter Mondale tried but failed to gain approval for an amendment that would have given…"
leandrossleite,"São Paulo, Brasil","@JoeBiden Don't complain, here in Brazil the salary sucks. Our president another shit. I hope the USA has strength… https://t.co/hhKIrG0Et2"
bxxurscsQtCwBW8,Canada,"@JoeBiden So there’ll  more even people on welfare to vote Democrat, good decision... I think that’s what small and… https://t.co/J0F4sZyhHb"
tlilimed5,,@JoeBiden Thank you very much Mr President !
GuyWood84586591,,"@JoeBiden It would be great if they could also
Have a brain and to also stay the heck at home or possibly die. Not… https://t.co/4yPpc9GYcs"
PolitixUk,,@JoeBiden And will you be banning price rises?
otika_job,"Kampala, Uganda",@JoeBiden I feel like a DM
JustPG702,"Las Vegas, NV","@JoeBiden a pedophile that sniffs kids , can't remember were he is and has to have his wife tell him when to leave… https://t.co/N6qlaGyxZ9"
ivaraegiles,"Tucson, AZ",@JoeBiden Amen for that
spatchcook,,"@JoeBiden Invest and distribute educational evidence of what is happening.
The youth is predominantly treating this… https://t.co/DQCnv2ywS9"
Noosh74060417,,@JoeBiden Then why are you being vaccinated?
313Parker,"Flint, MI",@JoeBiden Just like wearing seatbelts. MAKE IT A LAW. If But Only for a Short Time a Temporary Law. Its the Only WA… https://t.co/dowi5dgxuy
AustinOkafor081,,@JoeBiden Now  we get twist of humane advice and thanks to God an end to discordant twist from the very top.
azathere,A planet far away. ,@JoeBiden And your doing what to combat inflation with this exactly?
Narayan19620268,india,@JoeBiden fallow pongal..... Protect pride of americans... @thesunilgarg
27airbus_f1,,@JoeBiden Hell no
theBlindGuy5,,@JoeBiden as a disabled American collecting Social Security I cannot work I am required to live off $1000 a month g… https://t.co/FD3H6nsdpw
Jantien_woo,,"@JoeBiden Trump leaves such a terrible country to Biden, so I suggest all Americans give more patience and toleranc… https://t.co/8DBiRdZdeX"
kristap73235265,,@JoeBiden Trump got the vaccines out and did all that you allowed China to attack us you fool dr Fauci wear your ma… https://t.co/dYLxERIHS8
Mikewealthy07,,"RT @mmpadellan: @JoeBiden @wonka_monka Control of the White House, Senate, and the House has advantages.

Go get 'em, Joe!"
Petty01368693,"Harare, Zimbabwe","@JoeBiden Woow I'm stunned!! I'm from Zimbabwe but always wanted you to win..you're really for the people, when you… https://t.co/M5Sk0OLBi4"
sarahjbc33,"California, USA","RT @kirkacevedo: @JoeBiden This is why we voted for you Joe!
You understand what most racist white people refuse to see and understand!"
EntreSmith,The 1st State ,"@JoeBiden Fascism is embedded in key government posts, especially in those @GOP CONGRESSMEN who say trumpy did no h… https://t.co/Ju6quip4AZ"
daveben62367168,,@JoeBiden that is ok
461295,"Northern KY/Cincinnati, OH","RT @BobPersis: @JoeBiden (1) IMPEACH.

Since McConnell will not reconvene the Senate before Trump’s term expires,

(2) Pelosi must send the…"
synnastar,,@JoeBiden Common sense? Sounds good. And easy.
bobbyandlogan1,,"@JoeBiden 

I read that you are afraid that if you gave us a stimulus check that we would go crazy and pay down our… https://t.co/uBrYY7YAzT"
HauptIsabelle,,@JoeBiden @JoeBiden that is what Trump @POTUS want all the time 🤔 and now you came and say that is your idea?? Something goes wrong!! 👏😂
digitalvaldosta,"Valdosta, Georgia","@JoeBiden Yeah. ""Free"". 😁😆🤣 Okay! 
They think they can do it for free! 🤣 https://t.co/swRNtSamzb"
Yuliya71982246,,"RT @KatrinDV2020: @JoeBiden Dear Mr.@JoeBiden, 
5000 families believe in your help! Our immigration visas expire in March, before the end o…"
Nad50172252,,"@JoeBiden I think is even better if you wear a butt plug underneath your mask, just to make sure you are double pro… https://t.co/eTJuHvI7mC"
Bakari45,,"@JoeBiden Retroactive, muthafuka. You're still late to reality. And if you don't do the right thing, we're gonna make your job unbearable."
UnNovaSteel,Türkiye,"@JoeBiden We are extremely worried about the consequences of a trade war. ""On #InnovativeIdeas, the #US.… https://t.co/2P1IN0qLzZ"
Arapkemeikimu,Uasin Gishu County(Eldoret Ken,@JoeBiden Thankyou sir https://t.co/QSpGMXLqhG
ArcTrooperWolf,,@JoeBiden This will just send inflation through the roof. Raising minimum wage does nothing good for America. Are w… https://t.co/KzuZCRhSPH
SolomonKingCali,Pacific Ocean ,"RT @KirbySommers: @JoeBiden @MikeListening George W. Bush got away with murdering his ""sex slave"". Seems *some* presidents are ""above the l…"
Oliver29239048,,"@JoeBiden -35k Visas are awaiting DV2020 Winners ... 
-55K Visas are awaiting DV2021 Winners
- Justice is awaiting… https://t.co/f0qK6fao2Z"
willjbf1,,@JoeBiden And turn in any seditionists they know.
samuel93472561,houston,@JoeBiden What is new about that..?
Arapkemeikimu,Uasin Gishu County(Eldoret Ken,"RT @mmpadellan: @JoeBiden @wonka_monka Control of the White House, Senate, and the House has advantages.

Go get 'em, Joe!"
Tiffany59411101,,@JoeBiden Don't work with those crooked Republicans. Add that to your list.
WilliamKlingler,Sacramento,@JoeBiden If that was true then you would not be headhunting for the current president
PearleyBrooks1,"Georgia, USA",@JoeBiden Yes yes Amen 🙏
caymen_wolff,,@JoeBiden yeah if ur okay with paying 3$ for a cheeseburger at mcdonald’s which is originally 1$. inflation.
JeanJeteme4,,@JoeBiden 2)Not knowing thhe day continue to write Love you will do well as Obama and Michele will be therr for you… https://t.co/SntB6nQwEJ
APSEMALI1,,@JoeBiden ok thank you
jumanshh,"Badin, Sindh, Pakistan","@JoeBiden And what about preservation of environment in terms of tree plantation, plastic pollution, air pollution… https://t.co/rYhS2coQOI"
Heptagram11,,"@JoeBiden Sorry, US dollar is trash"
Maryxcampbell1,,@JoeBiden orrrr you can lock us down bro .. just saying
TheBossDonaldT1,,"@JoeBiden Oh sleepy Joe, I've been wanting to give the people the money the government has been cheating them out o… https://t.co/CIkOwxieBQ"
sistercrow,Middle of Nowhere,"@JoeBiden Don't blame it on Congress there is tons of stuff you can do without Congress, like raising the minimum w… https://t.co/YOi7f4rB6S"
ArifIsl90705999,"Dhaka, Bangladesh. ",@JoeBiden Good decision.
Swaggy2Cassie,,@JoeBiden I LOVE YOUUU MR.BIDEN
kristap73235265,,@JoeBiden Listen here Biden I’m not calling on pardoning no one and Trump is not telling us to do that! You know 37… https://t.co/yCUTL8ujQg
Jantien_woo,,@JoeBiden This is how a president does.
Sana46664931,,@JoeBiden Joe you have so much talk.. Start by getting us back to work! Open up everything! Enough of this communism.. let us be free
AddyDe,Paderborn ,"@JoeBiden you will make it,
i trust you Mr Biden
and i am not American"
prassada,"Dana Point, CA",@JoeBiden Let’s hope you don’t go soft on China’s currency manipulation and Pakistan’s terrorism.
1989_By_Taylor,"Louisiana, USA",@JoeBiden make sure we get it for Louisiana!! God knows we need it here.... #Biden2021 https://t.co/gTFmCvssEA
TodGerst,,"@JoeBiden Socialism. Coming soon 
https://t.co/a1PhdTaylT"
HafizNauman19,"پنجاب, پاکستان",@JoeBiden dear sir I am very disappointed to hear that you invite corrept leaders of Pakistan other than our prime… https://t.co/S38OcYnr3N
viktorsRETURN,,"RT @RandallIngram5: @JoeBiden The coronavirus is about 100 nanometers in diameter. Cloth mask ‘holes’ are 1,000 times larger than a virus.…"
ProbzTexas,In your deer blind ,@JoeBiden And drive up unemployment. Damn.
313Parker,"Flint, MI","@JoeBiden Yes, It IS about Time. No One Should have to Work More than one Job to Rent/Own place to live.&amp;buy Necess… https://t.co/uqG0Q84EwB"
ChuniyaMohsin,,@JoeBiden You sure do sir.
ArielMndeme,Ngerengere,@JoeBiden Very good
Kelly3138,Colorado,@JoeBiden @KamalaHarris Your country needs you. Please heed this guys advise. @FBI says the Trumplicans are going t… https://t.co/ZJ2Icj7rhV
IM_MURRAY,"Hillburn, NY","@JoeBiden @davidmweissman But that doesn’t matter to you tho Does it David? Why don’t you get a job, and pay your fair share?"
CherguiAbdelou1,,"@JoeBiden This is good for reforming the wage system, and this is a step forward for the benefit of the simple citi… https://t.co/XdTkYXM9HP"
jyorez,India,@JoeBiden In India we dont even get to pay $15 for a day !
IDefensor,"chula vista,ca.","RT @murray_nyc: @JoeBiden “It’s not a political issue, it’s an issue of public safety.”

Had we had a president talking like that for the p…"
Getz2you,,"@JoeBiden How about save a ton of money for the USA, do the inauguration televised, reduce risk of violence. It’s s… https://t.co/mtzxIhE4V5"
haque_aftab,,@JoeBiden though I think Pence is scared of Trump. It was a simple case . Do you support defending your family and… https://t.co/mlv66FeHx6
fbm20002,,RT @pantomath__: @JoeBiden Meanwhile Republicans 👇 https://t.co/eLE193c2Z1
momandideas,,"RT @_greeneyedlady_: @JoeBiden Masking up in the factory! I work with others who refuse masks. I got covid, but nobody I was exposed did. M…"
JeanJeteme4,,@JoeBiden Joe Iam proud of on this Iwill wait my turn Although a senior well known on Internet And loved many 100%d… https://t.co/N6k07x2KKr
Vanderroost13,,@JoeBiden Thanks.
EntreSmith,The 1st State ,@joebiden Educate yourselves in the tools of trumpian ultra right white supremacists https://t.co/JwdmvA2Hbu
DeepakVistaar,San diego,"@JoeBiden will support first reforming the temporary visa system for high-skill, specialty jobs to protect wages an… https://t.co/yIjSqakGyn"
ColHappy2,"اسلام آباد, پاکستان","@JoeBiden My dear Joe the great' you always lead from the front, you are a hope for world's peace and prosperity'… https://t.co/McOh7Urk7P"
DrAco20353,,@JoeBiden I want that MAXIMUM wage son.
gitara_o,,"RT @IAmPoliticsGirl: @JoeBiden The public is crying out for accountability. There’s no moving on without it. We’ve had enough. 

@breakfast…"
TooLoyal3,Here,"@JoeBiden How about you double that to $30 an hour, joey. There's that mythical ""living wage"" your friends in the H… https://t.co/jZv6fyCXmw"
excusemeee6,,"RT @msjazzsquare: @JoeBiden I have a request; that anytime an officer takes the life of someone without a gun, they get suspended without p…"
JoFaraker,"Bunbury, Western Australia",@JoeBiden Go U.S.A you got this xxx
jay192341,,RT @PSadrag: @JoeBiden @kamlaharris @USCIS @RepRoKhanna #H4EAD #h4 USCIS procedural delay is resulting in severe backlogs in H4-EAD approva…
KiSur8,,"@JoeBiden @USSenate @FOURPAWSUSA  Please read, sign and retweet https://t.co/yBzRKHcMth"
LadyMar44053128,,"@JoeBiden President Biden is 46th United States President
President Trump is 45th United States President👍👍👍👍👍👍👍👍👍👍… https://t.co/MUXJPjfH6R"
JoFaraker,"Bunbury, Western Australia","@JoeBiden And more, i'm afraid, Aussies were given hundreds of dollars every fortnight, through jobkeeper and jobse… https://t.co/ngwit7b4mU"
annieqcrowley,,"@JoeBiden We need the gov't to pay people to stay home. We need the government to pay rents, furlough student loan… https://t.co/5zwvt89ogU"
Baladie0632,"Flint, MI","@JoeBiden Hey old senile guy, 15 was like 5 years ago. To keep up with productivity it should be at least 24. https://t.co/Cc4MpsKp8w"
MelieNwankwo,lagos nigeria,@JoeBiden How to deal with the political crisis created by Donald Trump. (1)Trump must be held accountable for his… https://t.co/B7e5Dh6u6j
